RLK	Kinase_LRR	RagTag.2643
RLK	Kinase_LRR_TM	RagTag.3869
RLK	Kinase_LRR	RagTag.850
RLK	Kinase_LRR_TM	RagTag.1245
RLK	Kinase_LRR_TM	RagTag.1646
RLK	Kinase_LRR_TM	RagTag.505
RLK	Kinase_LRR_TM	RagTag.2281
RLK	Kinase_LRR_TM	RagTag.929
RLK	Kinase_LRR_TM	RagTag.555
RLK	Kinase_LRR_TM	RagTag.1959
RLK	Kinase_LRR_TM	RagTag.252
RLK	Kinase_LRR_TM	RagTag.2267
RLK	Kinase_LRR_TM	RagTag.453
RLK	Kinase_LRR_TM	RagTag.421
RLK	Kinase_LRR_TM	RagTag.3367
RLK	Kinase_LRR_TM	RagTag.1960
RLK	Kinase_LRR_TM	RagTag.3212
RLK	Kinase_LRR_TM	RagTag.920
RLK	Kinase_LRR_TM	RagTag.4634
RLK	Kinase_LRR_TM	RagTag.588
RLK	Kinase_LRR_TM	RagTag.45
RLK	Kinase_LRR	RagTag.859
RLK	Kinase_LRR_TM	RagTag.3724
RLK	Kinase_LRR_TM	RagTag.1782
RLK	Kinase_LRR_TM	RagTag.911
RLK	Kinase_LRR_TM	RagTag.1945
RLK	Kinase_LRR_TM	RagTag.3512
RLK	Kinase_LRR_TM	RagTag.695
RLK	Kinase_LRR_TM	RagTag.1874
RLK	Kinase_LRR_TM	RagTag.2533
RLK	Kinase_LRR_TM	RagTag.2231
RLK	Kinase_LRR_TM	RagTag.231
RLK	Kinase_LRR_TM	RagTag.1610
RLK	Kinase_LRR_TM	RagTag.2306
RLK	Kinase_LRR_TM	RagTag.135
RLK	Kinase_LRR_TM	RagTag.3590
RLK	Kinase_LRR_TM	RagTag.4265
RLK	Kinase_LRR_TM	RagTag.3355
RLK	Kinase_LRR_TM	RagTag.2522
RLK	Kinase_LRR_TM	RagTag.404
RLK	Kinase_LRR_TM	RagTag.1957
RLK	Kinase_LRR_TM	RagTag.5366
RLK	Kinase_LRR_TM	RagTag.952
RLK	Kinase_LRR_TM	RagTag.814
RLK	Kinase_LRR_TM	RagTag.649
RLK	Kinase_LRR_TM	RagTag.811
RLK	Kinase_LRR_TM	RagTag.1158
RLK	Kinase_LRR_TM	RagTag.832
RLK	Kinase_LRR_TM	RagTag.1294
RLK	Kinase_LRR_TM	RagTag.1004
RLK	Kinase_LRR_TM	RagTag.465
RLK	Kinase_LRR_TM	RagTag.467
RLK	Kinase_LRR_TM	RagTag.552
RLK	Kinase_LRR_TM	RagTag.3115
RLK	Kinase_LRR_TM	RagTag.3352
RLK	Kinase_LRR_TM	RagTag.1026
RLK	Kinase_LRR_TM	RagTag.2232
RLK	Kinase_LRR_TM	RagTag.669
RLK	Kinase_LRR_TM	RagTag.2351
RLK	Kinase_LRR_TM	RagTag.3082
RLK	Kinase_LRR_TM	RagTag.60
RLK	Kinase_LRR_TM	RagTag.702
RLK	Kinase_LRR_TM	RagTag.3089
RLK	Kinase_LRR_TM	RagTag.791
RLK	Kinase_LRR_TM	RagTag.6262
RLK	Kinase_LRR_TM	RagTag.2948
RLK	Kinase_LRR_TM	RagTag.2494
RLK	Kinase_LRR_TM	RagTag.3924
RLK	Kinase_LRR_TM	RagTag.1774
RLK	Kinase_LRR_TM	RagTag.6024
RLK	Kinase_LRR_TM	RagTag.498
RLK	Kinase_LRR_TM	RagTag.2057
RLK	Kinase_LRR_TM	RagTag.1446
RLK	Kinase_LRR_TM	RagTag.2898
RLK	Kinase_LRR_TM	RagTag.2476
RLK	Kinase_LRR_TM	RagTag.1739
RLK	Kinase_LRR_TM	RagTag.807
RLK	Kinase_LRR_TM	2912.3
RLK	Kinase_LRR_TM	RagTag.1075
RLK	Kinase_LRR_TM	RagTag.4120
RLK	Kinase_LRR_TM	RagTag.1962
RLK	Kinase_LRR_TM	RagTag.310
RLK	Kinase_LRR_TM	RagTag.742
RLK	Kinase_LRR_TM	RagTag.180
RLK	Kinase_LRR_TM	RagTag.3234
RLK	Kinase_LRR_TM	RagTag.4191
RLK	Kinase_LRR_TM	RagTag.559
RLK	Kinase_LRR_TM	RagTag.3513
RLK	Kinase_LRR_TM	RagTag.3477
RLK	Kinase_LRR	3371.1
RLK	Kinase_LRR_TM	RagTag.3508
RLK	Kinase_LRR_TM	RagTag.2527
RLK	Kinase_LRR_TM	RagTag.3795
RLK	Kinase_LRR_TM	RagTag.918
RLK	Kinase_LRR_TM	RagTag.511
RLK	Kinase_LRR_TM	RagTag.4031
RLK	Kinase_LRR_TM	RagTag.3330
RLK	Kinase_LRR_TM	RagTag.1491
RLK	Kinase_LRR_TM	RagTag.1611
RLK	Kinase_LRR	RagTag.2218
RLK	Kinase_LRR_TM	RagTag.1688
RLK	Kinase_LRR_TM	RagTag.1119
RLK	Kinase_LRR_TM	RagTag.746
RLK	Kinase_LRR_TM	RagTag.1435
RLK	Kinase_LRR_TM	RagTag.3547
RLK	Kinase_LRR_TM	RagTag.2919
RLK	Kinase_LRR	RagTag.2221
RLK	Kinase_LRR_TM	RagTag.3333
RLK	Kinase_LRR_TM	RagTag.4693
RLK	Kinase_LRR_TM	RagTag.3772
RLK	Kinase_LRR_TM	RagTag.986
RLK	Kinase_LRR_TM	RagTag.1347
RLK	Kinase_LRR_TM	RagTag.1346
RLK	Kinase_LRR_TM	RagTag.4333
KIN	Kinase_TM	RagTag.779
KIN	Kinase_TM	RagTag.3309
KIN	Kinase_TM	RagTag.1409
KIN	Kinase_TM	RagTag.3128
KIN	Kinase_TM	RagTag.1041
KIN	Kinase_TM	1062.3
KIN	Kinase	RagTag.2038
KIN	Kinase	RagTag.1609
KIN	Kinase	RagTag.911
KIN	Kinase_TM	RagTag.3518
KIN	Kinase_TM	RagTag.1218
KIN	Kinase	RagTag.2648
KIN	Kinase_TM	RagTag.1887
KIN	Kinase_TM	RagTag.3346
KIN	Kinase_TM	RagTag.269
KIN	Kinase_TM	RagTag.2266
KIN	Kinase_TM	RagTag.308
KIN	Kinase_TM	RagTag.260
KIN	Kinase_TM	RagTag.2050
KIN	Kinase_TM	275.2
KIN	Kinase	RagTag.2490
KIN	Kinase_TM	RagTag.1707
KIN	Kinase	600.5
KIN	Kinase_TM	RagTag.1565
KIN	Kinase_TM	RagTag.2085
KIN	Kinase_TM	RagTag.1708
KIN	Kinase_TM	RagTag.1709
KIN	Kinase_TM	RagTag.956
KIN	Kinase_TM	RagTag.292
KIN	Kinase_TM	RagTag.3118
KIN	Kinase_TM	RagTag.1744
KIN	Kinase_TM	RagTag.4401
KIN	Kinase	RagTag.708
KIN	Kinase	RagTag.633
KIN	Kinase	RagTag.1493
KIN	Kinase_TM	RagTag.524
KIN	Kinase_TM	RagTag.5140
KIN	Kinase_TM	RagTag.5148
KIN	Kinase	RagTag.478
KIN	Kinase	RagTag.1480
KIN	Kinase_TM	RagTag.1129
KIN	Kinase_TM	RagTag.330
KIN	Kinase_TM	RagTag.3284
KIN	Kinase	RagTag.540
KIN	Kinase_TM	RagTag.1585
KIN	Kinase	RagTag.1466
KIN	Kinase	RagTag.347
KIN	Kinase_TM	RagTag.1462
KIN	Kinase_TM	RagTag.1461
KIN	Kinase	RagTag.2789
KIN	Kinase_TM	RagTag.1479
KIN	Kinase	RagTag.1128
KIN	Kinase	RagTag.2805
KIN	Kinase	RagTag.68
KIN	Kinase	RagTag.3129
KIN	Kinase_TM	RagTag.2273
KIN	Kinase	RagTag.3827
KIN	Kinase_TM	RagTag.3562
KIN	Kinase_TM	RagTag.1249
KIN	Kinase	RagTag.2931
KIN	Kinase_TM	RagTag.3561
KIN	Kinase_TM	RagTag.4343
KIN	Kinase_TM	RagTag.3701
KIN	Kinase	1185.4
KIN	Kinase_TM	RagTag.6072
KIN	Kinase_TM	RagTag.1244
KIN	Kinase_TM	RagTag.4400
KIN	Kinase_TM	RagTag.70
KIN	Kinase_TM	RagTag.3717
KIN	Kinase_TM	RagTag.3004
KIN	Kinase	RagTag.136
KIN	Kinase	RagTag.175
KIN	Kinase_TM	RagTag.1160
KIN	Kinase	RagTag.3259
KIN	Kinase_TM	RagTag.2152
KIN	Kinase_TM	RagTag.3602
KIN	Kinase_TM	RagTag.294
KIN	Kinase_TM	RagTag.292
KIN	Kinase_TM	RagTag.1994
KIN	Kinase_TM	RagTag.3247
KIN	Kinase_TM	RagTag.2301
KIN	Kinase	RagTag.2304
KIN	Kinase_TM	RagTag.4526
KIN	Kinase_TM	RagTag.5856
KIN	Kinase	RagTag.1129
KIN	Kinase_TM	RagTag.1687
KIN	Kinase_TM	RagTag.1684
KIN	Kinase	RagTag.5033
KIN	Kinase_TM	RagTag.5031
KIN	Kinase	RagTag.912
KIN	Kinase_TM	RagTag.1052
KIN	Kinase	RagTag.435
KIN	Kinase_TM	RagTag.346
KIN	Kinase_TM	RagTag.2158
KIN	Kinase_TM	RagTag.284
KIN	Kinase_TM	RagTag.2446
KIN	Kinase	2889.2
KIN	Kinase_TM	RagTag.854
KIN	Kinase	RagTag.1754
KIN	Kinase	RagTag.1650
KIN	Kinase_TM	2889.3
KIN	Kinase_TM	RagTag.1420
KIN	Kinase_TM	RagTag.139
KIN	Kinase_TM	RagTag.5105
KIN	Kinase_TM	RagTag.4453
KIN	Kinase_TM	RagTag.1052
KIN	Kinase_TM	RagTag.1578
KIN	Kinase_TM	RagTag.1055
KIN	Kinase	RagTag.910
KIN	Kinase_TM	RagTag.3396
KIN	Kinase_TM	RagTag.70
KIN	Kinase_TM	RagTag.3390
KIN	Kinase	RagTag.3854
KIN	Kinase_TM	RagTag.3167
KIN	Kinase_TM	RagTag.2015
KIN	Kinase_TM	RagTag.328
KIN	Kinase	RagTag.3846
KIN	Kinase	RagTag.6099
KIN	Kinase	RagTag.3000
KIN	Kinase_TM	RagTag.3713
KIN	Kinase_TM	RagTag.3856
KIN	Kinase	RagTag.1022
KIN	Kinase	RagTag.1603
KIN	Kinase_TM	RagTag.2207
KIN	Kinase_TM	RagTag.2210
KIN	Kinase_TM	RagTag.2098
KIN	Kinase_TM	RagTag.2090
KIN	Kinase_TM	RagTag.1324
KIN	Kinase	RagTag.236
KIN	Kinase_TM	RagTag.336
KIN	Kinase	RagTag.2517
KIN	Kinase	RagTag.831
KIN	Kinase_TM	RagTag.689
KIN	Kinase	RagTag.2307
KIN	Kinase	RagTag.1572
KIN	Kinase_TM	RagTag.232
KIN	Kinase_TM	RagTag.1609
KIN	Kinase_TM	RagTag.590
KIN	Kinase_TM	RagTag.1485
KIN	Kinase	RagTag.493
KIN	Kinase_TM	RagTag.1919
KIN	Kinase_TM	RagTag.3
KIN	Kinase	RagTag.390
KIN	Kinase_TM	RagTag.4194
KIN	Kinase_TM	RagTag.4195
KIN	Kinase_TM	598.2
KIN	Kinase_TM	RagTag.783
KIN	Kinase	RagTag.1404
KIN	Kinase_TM	RagTag.234
KIN	Kinase_TM	RagTag.406
KIN	Kinase_TM	RagTag.4103
KIN	Kinase_TM	RagTag.1273
KIN	Kinase_TM	RagTag.1658
KIN	Kinase	RagTag.54
KIN	Kinase_TM	RagTag.31
KIN	Kinase	RagTag.913
